date,tweet,saham
2026-02-10,"Justru porto saya gede di banking, kalo batu bara itu lumayan tinggi resikonya Kalo incer dividen bisa ke BBRI, BMRI, BBNI",bbri
2026-02-10,"Gw setuju bngt sama bang reyhan. Jujur porto investasi gw gede di perbankan. So far dividen yg menarik itu dari BBRI, BMRI, BBNI Untuk batu bara terkesan HIGH RISK karena transisi energi. Saran diversifikasi lagi porto saham, karena ga cuma batu bara yg rajin bagi dividen",bbri
2026-02-10,"BBRI Kemarin(9 Feb) : 1.Asing net sell, saham yang paling banyak dijual: BBCA, BBRI, BUMI. 2.Big banks (BBCA, BMRI, BBRI, BBNI) kompak melemah. 3.BBRI masih tertekan, berpotensi uji support karena sentimen makro. Sentimen: Negatif Not financial advice #BBRI @Stockbit",bbri
2026-02-10,itu bbri naik walau hadiah sih,bbri
2026-02-10,"IHSG TECHNICAL VIEW (10/02/26) IHSG kemarin ditutup naik 1.22%, tapi disertai dengan net sell asing ~600 Miliar. Saham yang paling banyak dijual asing adalah BBCA, BBRI, BUMI, HRTA dan NCKL.",bbri
2026-02-10,"Bank: BMRI, BBRI, BBNI Batu bara: PTBA, ITMG, ADRO",bbri
2026-02-10,"cara menyudahinya bilang aja bbca bbri bmri bbni koh, selesai dah wkwkwk",bbri
2026-02-10,Woe lu jadi dividen Hunter aja cook. Cek noh dia fokus FF dari dividen BBRI,bbri
2026-02-10,Yah kecepetan beli bbri. Tp bukannya moodys udah infoin ini minggu lalu? Cuma skrg lebih lengkap pt yang kena,bbri
2026-02-10,BBRI aja kemarin amblas ka wkwkwk - 3% aja menangis aku mah,bbri
2026-02-10,"If $IHSG rebounds, these stocks are going on my watchlist for the next few weeks. This is just my personal preference, okay. NFA DYOR. Sector: Banking, Property, Energy, Transportation $AMMN $AKRA $BBNI $BBRI $BRIS $CTRA $SMRA $INDF $ICBP $JSMR $MAPI",bbri
2026-02-10,"Kalau mengenai resiko, investasi, apapun ga 100% aman. Taruh uang di bawah bantal aja bisa dimaling. Sejauh ini untuk saham indonesia, saham2 yg konsisten di LQ45(biasanya disebut BlueChip) seperti BBCA dan BBRI masih aman dr goreng menggoreng. Kripto jg banyak yg tiba2 rug pull",bbri
2026-02-10,Alasan hold BBRI walopun kalo liat porto sekarang rada miris,bbri
2026-02-10,"Halo! Berdasarkan data terkini 2026, rekomendasi saham yang sering bagi dividen di Indonesia: ITMG (energi, yield ~15-20%), PTBA (energi, ~12-16%), ADRO (energi, ~8-12%), BBRI (bank, ~5-7%), BMRI (bank, ~4-6%). Fokus pada fundamental kuat untuk passive income. Riset mandiri",bbri
2026-02-10,SMDR MEDC BBRI kencangin,bbri
2026-02-10,37M di maling suaminya sendiri? Kalo punya segitu sih all in invest BBRI tinggal tidur udah bisa hidup dari dividen aja. Enak betul,bbri
2026-02-10,"Program 3 Juta Rumah jadi katalis, BRI pegang 49% penyaluran KPP. Trader lihat ini sebagai fundamental boost. $BBRI hijau, pantau chart-nya di App Ajaib. #saham #AplikasiAjaib",bbri
2026-02-10,"Moodys Cuts Outlook to Negative for 7 Indonesian Companies, Including TLKM and ICBP",icbp
2026-02-10,ICBP? Bread-nya orang Indonesia?!?!?,icbp
2026-02-10,ICBP ama BBCA? wkwkwk jadi ngerti kenapa wowo tiap hari teriak antek2 aseng,icbp
2026-02-10,"If $IHSG rebounds, these stocks are going on my watchlist for the next few weeks. This is just my personal preference, okay. NFA DYOR. Sector: Banking, Property, Energy, Transportation $AMMN $AKRA $BBNI $BBRI $BRIS $CTRA $SMRA $INDF $ICBP $JSMR $MAPI",icbp
2026-02-10,"Moodys Cuts Outlook to Negative for 7 Indonesian Companies, Including TLKM and ICBP https://liputan6.com/saham/read/6275503/moodys-pangkas-outlook-7-perusahaan-indonesia-jadi-negatif-ada-tlkm-dan-icbp",icbp
2026-02-10,Makin semangat belajar investasi saham dengan hubungi kami di Whatsapp Centre 0815-1074-8305 dan Call Centre 150330 atau kunjungi http://cgsi.co.idDisclaimer:http://bit.ly/disclaimer-cgsiid#CGSI#CGSID#GainersVSLosers#SobatGenvest#AkuInvestorSaham#UNVR#TLKM,tlkm
2026-02-10,"Moodys Cuts Outlook to Negative for 7 Indonesian Companies, Including TLKM and ICBP",tlkm
2026-02-10,"IHSG NAIK GILA 1,24% HARI INI! FTSE Russell tunda downgrade, asing mulai balik masuk. Saham favorit kamu apa nih? BBCA? TLKM? Atau malah lagi all-in crypto? Spill strategi hari ini!",tlkm
2026-02-10,Tlkm gorengan Iziinnnnn,tlkm
2026-02-10,"UNVR Melonjak Signifikan, TLKM Mengalami Tekanan, Apa penyebabnya? (Periode 2 Februari 2026 - 9 Februari 2026) Terdapat dua saham yang masuk dalam kategori Top Gainers dan Top Losers periode 2 Februari 2026 - 9 Februari 2026 yaitu UNVR dan TLKM.",tlkm
2026-02-10,"Cuan cia hari ini , @RAJA , @TLKM , @GTSI , @DEWA , sekian dan terimakasih",tlkm
2026-02-10,butuh berapa liter buat nggoreng $TLKM @Stockbit,tlkm
2026-02-10,"#SobatTelkom, upaya transformasi melalui strategi TLKM 30 menjadi sebuah perjalanan berkelanjutan. Salah satu fokus utama yang menjadi titik berat dari strategi ini adalah operational excellence yang akan menghadirkan nilai tambah bagi para pelanggan, serta meningkatkan",tlkm
2026-02-10,lately tlkm jele bgt ih,tlkm
2026-02-10,"Moodys Cuts Outlook to Negative for 7 Indonesian Companies, Including TLKM and ICBP https://liputan6.com/saham/read/6275503/moodys-pangkas-outlook-7-perusahaan-indonesia-jadi-negatif-ada-tlkm-dan-icbp",tlkm
2026-02-10,"TLKM, INDF, UNTR jadi penopang indeks. Saat indeks naik tipis tapi saham leader kuat, trader fokus ke konfirmasi lanjutan. Cek di App Ajaib. #saham #AplikasiAjaib",tlkm
2026-02-10,"Bank: BMRI, BBRI, BBNI Batu bara: PTBA, ITMG, ADRO",bmri
2026-02-10,"sampai di 2024, BMRI masih terus naik. Dan saya, tentunya AVG up karena sudah greed napsu gede. FOMO. Sampe di agustus/sept 2024, harganya mencapai 7100an klo gasalah. Deket sama harga wajar yg saya hitung",bmri
2026-02-10,"Di waktu itu, tren penyaluran kredit BMRI semakin merambah ke Mikro, mengurangi porsi korporate sedikit demi sedikit",bmri
2026-02-10,"Kredit BMRI juga tumbuh rata2 9.95%, jauh lebih tinggi dari rata2 perbankan yg cuma 5% LDR masih 87%, ruang tumbuh masih ada 13% belum DPK yang nambah. makin terkonfirmasilah waktu itu kalau hanya ada 1 jalan buat BMRI UP ONLY",bmri
2026-02-10,"Ditambah lagi, Cof nya BMRI ini turun terus. BI rate naik, doi masih turun. Emang ajaib ini bank (dulu mikirnya gitu). Ga sadar saya kalo BI Rate naik itu udah jadi lampu kuning. Malah tambah ngegas",bmri
2026-02-10,"Tidak hanya di DPK, CASA BMRI pun oke gile. Dari 2018 tren nya naik terus. Waktu itu mikirnya 2024 bisa nih 80% 2026 90%an EZ lah orang naik terus kok pattern nya",bmri
2026-02-10,"Dengan base awal yg udah enda netral, saya coba analisis kinerja dan bisnisnya. Dari DPKnya, BMRI ini naik rata2 14%, lebih gede dari rata2 kenaikan DPK perbankan.",bmri
2026-02-10,Beginilah kondisi ketika kalian melihat harga BMRI pada periode awal saya menganalisisnya. Wah ini harganya naik terus nih,bmri
2026-02-10,"Langsung saja. Sahamnya king BMRI. Alkisah di oktober 2023, saya baru2 belajar saham. (Sayangnya) Memulai dari financial industry. Mungkin banyak berpikir dan heran. Ngapain beli saham per pbv fundamental yg uda gak jaman. Tpi mari kita samakan perspektif di 2023",bmri
2026-02-10,"Saham IHSG diproyeksi Konsolidasi, ANTM hingga ISAT jadi saham-saham yang direkomendasikan karena bisnisnya yang makin berkembang luas jadi saham pun ikut naik. Potensinya profit lebih berkali lipat sama ekspansi bisnis lebih luas lagi di tahun mendatang #saham #AplikasiAjaib",isat
2026-02-10,"Rekomendasi Saham Potensial — Selasa, 10 Februari 2026 ISAT – Trading Buy Entry: ≥2080 Target 2: 2360 Target 1: 2260 Stoploss: <2020 By Phintraco Sekuritas Investment Advisor Team - Disclaimer On -",isat
2026-02-10,"UNVR Melonjak Signifikan, TLKM Mengalami Tekanan, Apa penyebabnya? (Periode 2 Februari 2026 - 9 Februari 2026) Terdapat dua saham yang masuk dalam kategori Top Gainers dan Top Losers periode 2 Februari 2026 - 9 Februari 2026 yaitu UNVR dan TLKM.",unvr
2026-02-10,Makin semangat belajar investasi saham dengan hubungi kami di Whatsapp Centre 0815-1074-8305 dan Call Centre 150330 atau kunjungi http://cgsi.co.idDisclaimer:http://bit.ly/disclaimer-cgsiid#CGSI#CGSID#GainersVSLosers#SobatGenvest#AkuInvestorSaham#UNVR#TLKM,unvr
2026-02-10,prediksi harga saham rabu 11 feb 2026 yg pasti hijau bullish: bksl dewa enrg inco mbma nicl ptro raja ratu rmke unvr ihsg merah bearish,unvr
2026-02-10,"unvr malah balik opening jadi saya ganti tirt, tirt tanpa saya posting pun pasti naik...",unvr
2026-02-10,ada unvr rada telat ambil setelah break ma 20,unvr
2026-02-11,Persis seperti yang kurasakan dan terjadi sekarang BBRI masih nyangkut,bbri
2026-02-11,Sekoteng ronde dulu? Dibacanya rondeu? Apa rondee? Bentar kok warnanya ijo Apa petunjuk besok BBRI naik?,bbri
2026-02-11,BBRI Buy 3.770 TP 3.820 SL 3.740,bbri
2026-02-11,"Mening, pindahin ke bbri gk sih semua nya kapan lagi dapat bri coba di harga setara covid???",bbri
2026-02-11,"Harga saham blue chip bank seperti BBCA, BBRI, BMRI, dan BBNI memang mengalami penurunan signifikan minggu ini, mencerminkan tekanan pasar yang lebih luas di BEI.",bbri
2026-02-11,Lagi ngumpulin dari dividen sama capital again buat avg down BBRI,bbri
2026-02-11,Kata holder BBRI yaaa,bbri
2026-02-11,Invezgo Daily Report 11 Februari 2026 Top Foreign Accumulation: 1. BBRI Rp3800 (+0.53%) 2. PTRO Rp7125 (+19.25%) 3. TLKM Rp3530 (+3.82%) 4. ANTM Rp3990 (+2.57%) 5. INCO Rp6850 (+7.87%) Top Foreign Distribution: 1. BBCA Rp7450 (-0.33%) 2. BUMI Rp272 (+9.68%),bbri
2026-02-11,bbri kapan naik sih pen gw jual sebagian cok,bbri
2026-02-11,mau satu,bbri
2026-02-11,bukaaaaan,bbri
2026-02-11,"iyaaaa, maaf ya",bbri
2026-02-11,beli sendiri pasti bunganya,bbri
2026-02-11,mau isinya,bbri
2026-02-11,bulunya dibetis semua,bbri
2026-02-11,gada kulkas,bbri
2026-02-11,punten punten nih ya,bbri
2026-02-11,yang mana si mas,bbri
2026-02-11,masuk lo,bbri
2026-02-11,"kaga, banyak begas luka",bbri
2026-02-11,waxing bulu jembut sesakit aoa bjir lah,bbri
2026-02-11,ada bekas luka sebenernya cuma ga keliatan di foto,bbri
2026-02-11,ah mungkin salah liat,bbri
2026-02-11,punyaku belum wkwk,bbri
2026-02-11,"coba, nanti bagi 2",bbri
2026-02-11,udah berpengalaman soalnya,bbri
2026-02-11,Invezgo Daily Report 11 February 2026 Top Foreign Accumulation: 1. BBRI Rp3800 (+0.53%) 2. PTRO Rp7125 (+19.25%) 3. TLKM Rp3530 (+3.82%) 4. ANTM Rp3990 (+2.57%) 5. INCO Rp6850 (+7.87%) Top Foreign Distribution: 1. BBCA Rp7450 (-0.33%) 2. BUMI Rp272 (+9.68%),bbri
2026-02-11,Cm salim grup blm naik ni. Icbp indf ayoooo,icbp
2026-02-11,"- Prajogo Pangestu (Barito Group) → CDIA, BRPT, PTRO, CUAN, BREN, TPIA (yang lagi panas-panasnya di energi & petrokimia) - Anthony Salim (Salim Group) → AMMN, INDF, ICBP, LSIP, EMTK, IMAS, META, DNET, BUMI, DCII (konglomerasi klasik + tambang & consumer) - Franky Widjaja",icbp
2026-02-11,"Market cap breaks through Rp14,866.69 T, risk appetite in sight. PANI, TLKM, TPIA surging. Mapping crucial levels for $TPIA in Ajaib App. #saham #AplikasiAjaib",tlkm
2026-02-11,Invezgo Daily Report 11 Februari 2026 Top Foreign Accumulation: 1. BBRI Rp3800 (+0.53%) 2. PTRO Rp7125 (+19.25%) 3. TLKM Rp3530 (+3.82%) 4. ANTM Rp3990 (+2.57%) 5. INCO Rp6850 (+7.87%) Top Foreign Distribution: 1. BBCA Rp7450 (-0.33%) 2. BUMI Rp272 (+9.68%),tlkm
2026-02-11,Grashias tlkm,tlkm
2026-02-11,"QStock AI Insight — IDX:ISAT 12 Feb 2026 Disclaimer: Saham adalah instrumen berisiko tinggi. Informasi ini bersifat edukatif dan informatif, bukan rekomendasi jual atau beli. Pengguna wajib melakukan riset mandiri (DYOR). #saham #trading #IHSG #ISAT",isat
2026-02-11,"Lagi pantau pergerakan $UNVR yang mulai hijau hari ini, yuk cek selengkapnya cuma di #AplikasiAjaib! #Saham #Investasi #Unilever",unvr
2026-02-12,Pgas ptba Adro Indy smar dsng smgr intp kras bbri bmri bbni,bbri
2026-02-12,"Dear BRI Friend, Love at first top up? Totally possible! Top up your e-wallet and get a chance for cashback up to Rp50,000 Come on, celebrate your Valentine moment with more rewarding transactions. For more info, visit: http://bbri.id/ewalletvalentine#BRI#BRImo",bbri
2026-02-12,Bbri sama bmri worth it mana bang?,bbri
2026-02-12,Bbri target 4500 Alias 20% Syaratnya cuma sabar.,bbri
2026-02-12,aku dah 3x melakukan nya Bmri cimb niaga dan bbri Biasa aja. Yang penting di kita nya hitung benar keuangan kita.,bbri
2026-02-12,"Ku dulu 2023 dah denger PANI ada backdoor listing, karena pikiranku dulu masih beli saham yang produknya sering dipakai akhirnya beli BBRI instead PANI. 2025 baru buka porto lagi and well, tidak sesuai ekspektasi",bbri
2026-02-12,"Utk org yg beli di bottom jual dipucuk pasti ngerasa gitu. Coba beli bbri/bmri/bbca di pucuk, dah 5th belum kejemput, kata2 penghiburannya gak apa2 ada dividen pdhal abis dapet dividen longsor2 juga",bbri
2026-02-12,"IHSG Menguat 3 Hari Beruntun, Asing Kompak Serok BBRI hingga ANTM",bbri
2026-02-12,kaya sesajen ih,bbri
2026-02-12,amanda zahra bukan si,bbri
2026-02-12,"ya siapa tau, warisan dari suaminya wkwk. gapapa lah tarung sama anaknga nanti",bbri
2026-02-12,"bukan, itu yang live ramean gitu lo",bbri
2026-02-12,"Prediksi besok: Potensi lanjut menguat ke 8.328–8.440 kalau sentimen positif berlanjut (rekomendasi analis: ANTM, PANI, TLKM, UNVR, BBCA, MDKA, MAPA, BUMI). Investor asing masih net sell, tapi rebound konglomerasi & komoditas bantu stabilisasi.",tlkm
2026-02-12,"Biar makin #BeraniBerinvestasi yuk update terus informasi terkini tentang investasi saham, Hubungi kami di Whatsapp Centre 0815-1074-8305 dan Call Centre 150330 atau kunjungi http://cgsi.co.idDisclaimer:http://bit.ly/disclaimer-cgsiid#CGSID#NgobrolinEmiten#SobatGenvest#TLKM",tlkm
2026-02-12,"NGONTEN (Ngobrolin Emiten) balik lagi! Kali ini kita kupas emiten telco yang selalu jadi perhatian investor, yaitu PT Telkom Indonesia (Persero) Tbk atau familiar dengan kode TLKM.",tlkm
2026-02-12,Pergerakan harga saham TLKM selama periode 4 Februari 2026 – 11 Februari 2026 naik sebesar +7.29% secara Week-On-Week (WOW). Total foreign net buy sebesar Rp290.8 miliar di Pasar Reguler. Yuk simak informasi selengkapnya pada postingan berikut ini!,tlkm
2026-02-12,"Morning Brief: TLKM - 12 Feb | 07:00 WIB 1. Pemkab OKI dukung Telkom perluas jaringan fiber di Air Sugihan. 2. Telkom perkuat GoZero% (ESG) atasi ledakan trafik data & dukung net‑zero emission. 3. Telkom pangkas ~66 anak usaha jadi belasan, fokus ke bisnis inti. #TLKM",tlkm
2026-02-12,"Stock Picks 12 Februari 2026 TLKM Spec Buy dengan support 3460, cut loss jika break di bawah 3390. Jika tidak break di bawah 3460, potensi naik ke 3600-3670 short term. Disclaimer: http://bit.ly/disclaimer-cgsiid#cgsi#cgsid#stockpicks#sobatgenvest#akuinvestorsaham",tlkm
2026-02-12,Invezgo Daily Report 12 Februari 2026 Top Foreign Accumulation: 1. BMRI Rp5075 (+0.99%) 2. TINS Rp4190 (+9.97%) 3. CBDK Rp6375 (+1.19%) 4. INCO Rp7100 (+3.65%) 5. TLKM Rp3560 (+0.85%) Top Foreign Distribution: 1. BBCA Rp7325 (-1.68%) 2. BUMI Rp270 (-0.73%),tlkm
2026-02-12,"btw pake kartu 3, tlkm, xl kok mahal ya",tlkm
2026-02-12,Bbri sama bmri worth it mana bang?,bmri
2026-02-12,aku dah 3x melakukan nya Bmri cimb niaga dan bbri Biasa aja. Yang penting di kita nya hitung benar keuangan kita.,bmri
2026-02-12,Pgas ptba Adro Indy smar dsng smgr intp kras bbri bmri bbni,bmri
2026-02-12,"Di COP30 Brasil (Nov 2025), IDXCarbon catat transaksi & minat beli 2,75 juta ton CO₂e kredit karbon RI, TOBA termasuk entitas yang terlibat/minat (bersama BMRI, Pertamina, Value Network). Mereka tawarkan proyek karbon (teknologi & lingkungan-based), yang future issuance.",bmri
2026-02-12,1. BKSL Rp151 (+7.09%) 2. BIPI Rp169 (-1.17%) 3. ELTY Rp46 (+9.52%) 4. SCMA Rp308 (0.00%) 5. BMRI Rp5075 (+0.99%),bmri
2026-02-12,3. DEWA Rp565 (0.00%) 4. PTRO Rp7325 (+2.81%) 5. ANTM Rp4120 (+3.26%) Top BDM Accumulation: 1. MSIN Rp466 (-0.85%) 2. TINS Rp4190 (+9.97%) 3. FITT Rp840 (+15.86%) 4. BMRI Rp5075 (+0.99%) 5. DGWG Rp468 (+7.83%) Top BDM Distribution: 1. BRPT Rp2200 (-3.51%),bmri
2026-02-12,Invezgo Daily Report 12 Februari 2026 Top Foreign Accumulation: 1. BMRI Rp5075 (+0.99%) 2. TINS Rp4190 (+9.97%) 3. CBDK Rp6375 (+1.19%) 4. INCO Rp7100 (+3.65%) 5. TLKM Rp3560 (+0.85%) Top Foreign Distribution: 1. BBCA Rp7325 (-1.68%) 2. BUMI Rp270 (-0.73%),bmri
2026-02-12,"Yuk, pakai Livin’ by Mandiri! Download di sini https://bmri.id/reflivin?af_adset=MGMXJFT1D3&deep_link_sub1=null&deep_link_sub2=MGMXJFT1D3Janganlupapakaikodereferral-ku:MGMXJFT1D3FAQ:http://bmri.id/livinmgmBankMandiriberizindandiawasiolehOtoritasJasaKeuangan(OJK)danBankIndonesia,sertamerupakanpesertapenjaminanLPS",bmri
2026-02-12,"Tanggapi Moodys, BMRI Perkuat Manajemen Risiko",bmri
2026-02-12,DHL Air Boeing 757 236SF G-BMRI https://jetphotos.com/photo/keyword/G-BMRI0033•05:52:29#InRange#adsb,bmri
2026-02-12,Diskon s.d. Rp288 ribu* pakai Mandiri Kartu Kredit di berbagai restoran favorit! Berlaku s.d. 17 Februari 2026. *Info: http://bmri.id/ArenaCNY26BankMandiriberizindandiawasiolehOtoritasJasaKeuangandanBankIndonesia.#MandiriKartuKredit#BankMandiri,bmri
2026-02-12,"Utk org yg beli di bottom jual dipucuk pasti ngerasa gitu. Coba beli bbri/bmri/bbca di pucuk, dah 5th belum kejemput, kata2 penghiburannya gak apa2 ada dividen pdhal abis dapet dividen longsor2 juga",bmri
2026-02-12,"ISAT Bakal Dapat Duit Gede, Mencuat Potensi Dividen Spesial & Target Harga #saham #investasi",isat
2026-02-12,"PT Unilever Indonesia Tbk (UNVR) closed 2025 with a more solid performance. Based on audited financial reports, net sales from continuing operations (excluding the Ice Cream and Sariwangi Tea businesses) reached Rp31.9 trillion, up 4.3 percent yoy. Along with that, net profit",unvr
2026-02-12,"UPDATE Laba $UNVR melesat 127% jadi Rp7,64T pada 2025, didorong kenaikan penjualan domestik & laba operasi yang dihentikan. Saham naik 2,21% pagi ini. Source: IDN Financials",unvr
2026-02-12,Hasil Q4 UNVR menggila. Sangat menarik buat yg tipe investor.,unvr
2026-02-12,"$UNVR gokilll, habis jualan apa ini bisa 4x lipat QoQ 14x YoY",unvr
2026-02-12,"Prediksi besok: Potensi lanjut menguat ke 8.328–8.440 kalau sentimen positif berlanjut (rekomendasi analis: ANTM, PANI, TLKM, UNVR, BBCA, MDKA, MAPA, BUMI). Investor asing masih net sell, tapi rebound konglomerasi & komoditas bantu stabilisasi.",unvr
2026-02-12,$UNVR tanpa hitung dia jualan ice Cream : YOY = + 22% ( 3.54 T) Hiks kasihan banget sampai jualan Ice Cream Kayak $ASII - BU sampai jualan mobil dan motor biar bisa hidup Atau Inkp jualan tisue.. Hiks Kemarin lagi makan soto juga ada anak kecil nawarin beli tisue,unvr
2026-02-12,"UNVR tutup 2025 dengan laba Rp7,64T Penjualan naik 4,31% jadi Rp31,94T, laba usaha ikut menguat. Lonjakan makin terasa berkat divestasi bisnis es krim yang menambah kas signifikan. Yuk swipe untuk baca selengkapnya PT Korea Investment And Sekuritas Indonesia Berizin dan",unvr
2026-02-12,"$UNVR Habis jualan bisnis eskrim, sekarang punya duit segepok Antara dipake buat capex, atau dibagiin jadi dividen 2025 nih Yang transaksi Sari Wangi sepertinya akan masuk di Q2 26 realisasi nya Ditambah, $UNVR bisa menurunkan Opex nya di kala Revenue nya bertambah (sedikit)",unvr
2026-02-12,Apakah ada kaitannya dengan unvr baru2 ini jual kepemilikan es krim magnum?,unvr
2026-02-12,Banyak,unvr
2026-02-12,The surge in $UNVR profits in Q4 2025 comes from the divestiture of the ice cream business to Magnum,unvr
2026-02-12,never say goodbye mau gimanapun kedepan nya aku bakalan terus dukung tbz #TEAMTHEBOYZ #THEBOYZ,unvr
2026-02-12,"$UNVR umumkan laba 2025 sebesar Rp7,64 triliun, naik lebih dari dua kali lipat dari Rp3,36 triliun. *Repost. Maaf sebelumnya salah ticker*",unvr
2026-02-12,UNVR jualan apa cik bisa 4x income yoy,unvr
2026-02-12,"$UNVR releases Q425 financial report, in 2025 theres an improvement in profitability, seen from rising revenue and operating profit net profit rises significantly due to a business division being divested, with UNVRs characteristic of frequent 100% DPR potential yield could",unvr
2026-02-12,"Berdasarkan laporan keuangan UNVR 2025 (operasi lanjutan, ex-Ice Cream & Teh Sariwangi): - Penjualan bersih: Rp31,9T, naik 4,3% YoY, didorong volume Q4 kuat. - Laba operasional bersih: Rp3,5T, melonjak 21,8% YoY (Rp4,1T ex-biaya transformasi). - Margin laba sebelum pajak: 14,1%,",unvr
2026-02-12,"$UNVR Q4 2025 melonjak keuangannya secara signifikan akibat selesainya penjualan Perusahaan Es Krim Magnum.. Dan kalau ini dijadiin dividen, $UNVR bisa kasih dividen hampir 10%, bisa dibilang sangat gede utk perusahaan consumer yang defensive",unvr
2026-02-12,"PT Unilever Indonesia Tbk (UNVR) mencatatkan laba sebesar Rp 7,64 triliun sepanjang 2025, naik 126,82 persen dibandingkan tahun sebelumnya (yoy).",unvr
2026-02-12,"PT Unilever Indonesia Tbk (UNVR) berhasil mencatat laba bersih yang melonjak 126,82% menjadi Rp7,64 triliun sepanjang 2025. Pertumbuhan ini didorong oleh peningkatan penjualan bersih hingga Rp31,94 triliun (naik 4,34% YoY) dan efisiensi biaya operasional.",unvr
2026-02-12,"Mantap! Kinerja UNVR Membaik, Laba Naik Dua Digit di 2025",unvr
2026-02-13,Sejumlah emiten perbankan dan tambang masih menjadi magnet utama investor ritel di pasar saham Indonesia. Data Bursa Efek Indonesia (BEI) per 31 Januari 2026 menunjukkan PT Bank Rakyat Indonesia (Persero) Tbk (BBRI) menjadi saham dengan jumlah pemegang saham terbanyak. BBRI,bbri
2026-02-13,"BBRI 6000 saya jual, karena dividen payout ratio turun. Setelah dijual masih naik 10%. https://x.com/signaloverstor/signaloverstory/status/2022284728125317510",bbri
2026-02-13,"Sobat BRI, Lengkapi Jumat kamu dengan promo spesial BRI di Bakerman. Dapatkan 1 Mini Croissant Cookies dengan BRI Kartu Kredit atau BRI Debit hingga 31 Desember 2026. Berlaku setiap Senin – Jumat. Cek disini http://bbri.id/bakerman#PromoMerchantBRI",bbri
2026-02-13,"Sobat BRI, Jumat lebih manis dengan promo spesial BRI di Kakaw. Dapatkan 1 Gelato Jar dari Kakaw menggunakan BRI Kartu Kredit atau BRI Debit hingga 31 Desember 2026. Berlaku setiap Senin–Jumat. Cek disini http://bbri.id/kakaw#PromoMerchantBRI",bbri
2026-02-13,"Sobat BRI, Sudah siap lari di JCO RUN 2026? Beli tiket 5K & 10K Single melalui fitur lifestyle di BRImo, periode program hingga 28 Februari 2026. Cek disini http://bbri.id/jcorun26#PromoMerchantBRI#BRImo#jcorun#jcorun2026",bbri
2026-02-13,"Sobat BRI, Saatnya Friday Coffee Break yang lebih nikmat dengan promo spesial BRI. Dapatkan 1 Dirty Coffee di Social Affair menggunakan BRI Kartu Kredit atau BRI Debit hingga 31 Desember 2026. Berlaku setiap Senin - Jumat. Cek disini http://bbri.id/socialaffair#PromoMerchantBRI",bbri
2026-02-13,- $BBRI seems ditahan - $BBNI juga ditahan - $BMRI ditahan juga meanwhile $BBCA lemes parah boyyyy wkkwkwkw (mana hari ini marubozu + high volume lagi wkkw),bbri
2026-02-13,"Sobat BRI, Makin Untung Bayar Tagihan PDAM pakai BRImo! Dapatkan Cashback 20% hingga 31 Mei 2026. Info lebih lanjut: http://bbri.id/promopdam.#BRImo#BRImoMudahSerbaBisa",bbri
2026-02-13,"Kenapa gue tetep hold BBRI meski nyangkut? Ini alasannya (bukan saran invest!) Masih di area support, belum breakdown parah RSI masih netral (belum tanda panik jual besar-besaran) Secara fundamental, bank besar kayak BBRI biasanya nggak gerak liar kayak saham gorengan",bbri
2026-02-13,"Yesterday we already discussed conglomerate stocks with high P/E ratios, now its time to discuss conglomerate stocks that have low P/E ratios. $WIFI: 15 $BRPT: 20 $ENRG: 21 Fundamental stocks: $BBRI: 10 $BBCA: 15 For example, if friends see P/E data on one issuer and the P/E",bbri
2026-02-13,Invezgo Daily Report 13 Februari 2026 Top Foreign Accumulation: 1. DSSA Rp94325 (-0.71%) 2. ANTM Rp4050 (-1.70%) 3. TLKM Rp3450 (-3.09%) 4. BBRI Rp3780 (-0.26%) 5. NSSS Rp865 (-2.26%) Top Foreign Distribution: 1. BBCA Rp7200 (-1.71%) 2. BUMI Rp292 (+8.15%),bbri
2026-02-13,Kondisi Value investor sekarang: BBCA. BBRI. BMRI. BBNI. Stablecoin.,bbri
2026-02-13,"Lagi nyangkut di BBRI Versi analisis saya (masih belajar): • Harga sekarang 3.770 • RSI di sekitar 48 → netral, belum overbought/oversold • MA50 & MA200 lagi rapat → tanda masih konsolidasi • Resistance dekat area 3.800–3.820 • Support sekitar 3.740–3.750 Menurut",bbri
2026-02-13,3. BBRI Rp3780 (-0.26%) 4. GOTO Rp59 (-1.67%) 5. TLKM Rp3450 (-3.09%) Top BDM Accumulation: 1. WIIM Rp2070 (+7.81%) 2. RMKE Rp4370 (+2.34%) 3. PANI Rp10800 (0.00%) 4. JIHD Rp740 (+9.63%) 5. HRUM Rp1140 (+3.17%) Top BDM Distribution: 1. EXCL Rp2850 (-5.32%),bbri
2026-02-13,"Avg down $ADRO, $BBCA , $BBRI sebelum pasar tutup menjelang liburan",bbri
2026-02-13,Coba bantu terawang bbri pek..,bbri
2026-02-13,"bbri ni lelet bgt yh naiknya, cuma mbulet di 3760-3800",bbri
2026-02-13,"Saya pegang BBRI diundang Bang, walau cuman punya 1 lot",bbri
2026-02-13,"belum aja ke kalimantan lu, isinya dinosaurus semua",bbri
2026-02-13,mau moots ga,bbri
2026-02-13,"coba jelasin versimu dong, mau liat opini yang bagus tuh gimana",bbri
2026-02-13,jatuh dari saku,bbri
2026-02-13,"kaga, balik dari situ hpku ilang padahal baru beli trauma ngewe",bbri
2026-02-13,yang mana akunya,bbri
2026-02-13,jangan gitu,bbri
2026-02-13,kok ga keband ya,bbri
2026-02-13,eh yang mana akunku baru soalnya,bbri
2026-02-13,kok tutut,bbri
